customer_key,location_key,product_key,time_key,quantity,subtotal
5,170,10000557,20240112,4,263.96
5,244,10000650,20240426,1,119.99
5,244,10000785,20240426,5,154.9
5,244,10000865,20240426,4,25.92
5,244,10001446,20240426,1,5.47
5,284,10001771,20240630,2,198.46
5,321,10002189,20220914,5,46.9
5,321,10004127,20220914,6,43.8
5,477,10002691,20240224,3,1252.2
5,477,10003147,20240224,1,48.91
5,557,10000337,20241013,7,17.64
5,557,10000712,20241013,3,323.37
6,12,10002434,20240921,2,160.96
6,23,10000269,20231223,2,14.56
6,23,10002162,20231223,2,8.56
6,23,10003914,20231223,5,520.05
6,23,10004667,20231223,6,160.32
6,23,10004792,20231223,5,244.95
6,28,10000695,20220613,1,5.78
6,28,10003665,20220613,2,12.96
6,28,10003677,20220613,6,92.64
6,41,10000085,20220115,6,119.94
6,41,10000172,20220115,7,44.1
6,41,10000415,20220115,1,315.98
6,41,10001444,20220115,5,1184.85
6,41,10002129,20220115,2,85.88
6,61,10000019,20230629,1,88.95
6,61,10003013,20230629,6,14.82
6,61,10004389,20230629,5,204.9
6,61,10004448,20230629,6,37.68
6,79,10000363,20240824,3,92.94
6,79,10000883,20240824,2,138.0
6,79,10002656,20240824,4,283.92
6,79,10004053,20240824,4,866.32
6,190,10000811,20210619,7,40.46
6,190,10003633,20210619,6,88.8
6,190,10004693,20210619,2,12.96
6,222,10001087,20240220,3,234.45
6,222,10003670,20240220,7,85.4
6,222,10003888,20240220,4,27.24
6,281,10000436,20200818,5,16.4
6,281,10000583,20200818,6,809.94
6,281,10001254,20200818,5,189.6
6,281,10001930,20200818,5,499.95
6,281,10003033,20200818,5,72.5
6,413,10000171,20200626,1,131.12
6,413,10003953,20200626,7,54.88
6,413,10004750,20200626,3,92.94
6,492,10000114,20230624,2,54.36
6,492,10001165,20230624,2,231.72
6,492,10002968,20230624,1,180.98
6,492,10003089,20230624,3,404.97
6,492,10003684,20230624,4,50.12
6,563,10001905,20241028,7,2099.93
6,563,10003090,20241028,2,39.96
6,563,10004154,20241028,4,339.96
6,563,10004405,20241028,7,279.65
6,578,10002035,20221021,3,66.69
6,578,10003620,20221021,5,32.4
6,578,10004701,20221021,5,29.75
6,581,10002082,20210421,1,13.1
6,581,10003188,20210421,5,42.25
6,581,10004171,20210421,7,49.56
6,581,10004758,20210421,7,55.86
6,590,10000665,20220423,1,220.98
6,590,10000671,20220423,5,214.7
6,590,10001900,20220423,4,39.08
6,590,10002654,20220423,2,66.56
6,590,10003391,20220423,5,240.2
7,37,10002384,20200920,3,902.94
7,37,10003300,20200920,2,12.96
7,65,10000517,20240924,5,254.9
7,65,10000607,20240924,2,9.64
7,65,10001477,20240924,7,62.65
7,65,10003911,20240924,2,299.98
7,84,10003133,20201227,3,884.85
7,84,10003222,20201227,1,180.98
7,175,10002423,20230130,6,35.34
7,175,10002445,20230130,6,26.22
7,175,10002601,20230130,2,15.78
7,175,10004410,20230130,7,106.96
7,175,10004947,20230130,7,986.86
7,206,10002854,20230730,2,223.92
7,206,10002890,20230730,4,56.12
7,206,10004061,20230730,3,41.91
7,207,10000072,20231017,1,60.65
7,207,10001263,20231017,6,43.62
7,207,10002540,20231017,2,61.96
7,250,10002138,20231021,1,5.98
7,318,10003373,20220129,3,14.94
7,390,10002158,20240219,1,3.23
7,390,10002479,20240219,6,60.84
7,390,10002923,20240219,1,7.31
7,512,10000811,20230623,2,11.56
7,554,10002278,20240930,1,180.98
7,554,10002625,20240930,7,28.91
7,556,10004410,20240317,6,91.68
7,560,10000766,20231130,6,132.06
7,560,10003129,20231130,2,12.96
7,560,10003518,20231130,1,3.34
8,143,10000132,20210717,6,212.64
8,143,10001375,20210717,4,683.92
8,143,10001758,20210717,1,8.57
8,143,10003166,20210717,1,32.48
8,143,10004895,20210717,1,7.35
8,214,10001398,20230226,4,418.6
8,219,10002795,20200515,1,60.74
8,246,10000004,20240627,7,97.86
8,246,10000196,20240627,6,54.36
8,246,10001761,20240627,2,39.98
8,246,10003692,20240627,3,14.52
8,246,10004756,20240627,4,105.92
8,336,10000102,20230525,7,298.55
8,336,10000699,20230525,7,100.38
8,336,10001636,20230525,5,94.0
8,336,10002348,20230525,2,54.36
8,336,10003809,20230525,3,29.97
8,496,10000097,20220720,1,11.54
8,496,10000684,20220720,5,15.75
8,496,10001163,20220720,7,45.36
8,496,10002123,20220720,2,251.98
8,496,10004572,20220720,6,77.94
9,57,10000517,20220119,7,356.86
9,70,10001342,20210623,1,260.98
9,70,10002917,20210623,6,29.46
9,70,10003088,20210623,1,3.93
9,70,10003453,20210623,5,274.8
9,104,10000602,20230721,5,491.55
9,104,10002587,20230721,4,25.92
9,104,10004434,20230721,6,149.7
9,130,10000629,20201118,2,70.88
9,130,10001564,20201118,7,703.43
9,130,10002581,20201118,4,73.28
9,130,10003060,20201118,7,1406.86
9,130,10004253,20201118,4,59.68
9,142,10000227,20210122,3,1128.39
9,142,10000771,20210122,5,43.9
9,142,10003086,20210122,5,21.4
9,150,10003832,20231126,2,311.98
9,172,10000385,20200521,5,4404.9
9,172,10000573,20200521,3,535.41
9,172,10002850,20200521,2,184.46
9,172,10002952,20200521,6,25.08
9,172,10004874,20200521,4,2203.92
9,196,10000858,20200930,4,25.92
9,196,10004470,20200930,7,155.61
9,217,10000470,20241126,5,2849.95
9,217,10001184,20241126,6,56.28
9,217,10001430,20241126,7,216.86
9,229,10000124,20211127,5,19.9
9,229,10003059,20211127,4,23.92
9,321,10000736,20221119,1,2.88
9,321,10001333,20221119,4,123.92
9,321,10001891,20221119,6,905.34
9,321,10003220,20221119,7,342.37
9,321,10004261,20221119,1,11.98
9,496,10000454,20240518,3,340.92
9,496,10001016,20240518,1,38.94
9,496,10001346,20240518,7,1966.86
9,496,10003370,20240518,2,19.56
9,549,10000536,20220917,7,2921.8
9,549,10001745,20220917,5,130.85
9,549,10002565,20220917,1,349.0
9,549,10002796,20220917,6,64.68
9,549,10004091,20220917,6,35.88
10,46,10000171,20240719,3,393.36
10,46,10001788,20240719,2,40.54
10,46,10003444,20240719,1,32.48
10,46,10004687,20240719,5,43.75
10,107,10000854,20210928,2,67.24
10,107,10002343,20210928,6,25.68
10,107,10002773,20210928,1,9.48
10,133,10000012,20201227,6,38.88
10,133,10001357,20201227,7,601.86
10,133,10002158,20201227,3,9.69
10,254,10000315,20241024,1,3.58
10,254,10000753,20241024,4,1403.96
10,254,10002866,20241024,2,7.04
10,254,10003249,20241024,7,286.93
10,254,10003813,20241024,2,181.98
10,274,10001289,20210825,2,3.68
10,274,10004863,20210825,3,242.94
10,320,10001529,20210223,3,68.52
10,320,10001971,20210223,5,29.9
10,320,10003939,20210223,7,33.32
10,344,10000032,20221125,6,22.86
10,344,10001825,20221125,1,6.68
10,344,10003345,20221125,1,10.99
10,344,10003472,20221125,7,45.36
10,408,10001763,20230730,4,803.92
10,408,10002057,20230730,6,74.64
10,409,10004679,20211121,5,2087.0
10,485,10000900,20230926,2,411.98
10,485,10001582,20230926,6,845.1
10,582,10001580,20211019,4,39.12
10,582,10002372,20211019,5,1839.95
10,582,10002698,20211019,2,37.94
10,582,10003094,20211019,4,24.32
10,582,10003387,20211019,7,29.96
10,599,10000352,20240321,5,13.9
10,599,10000384,20240321,5,74.9
10,599,10003488,20240321,4,179.8
11,47,10001223,20210529,7,13.23
11,47,10001676,20210529,3,20.07
11,47,10002602,20210529,2,607.52
11,47,10003063,20210529,3,860.55
11,47,10004674,20210529,4,65.92
11,63,10000385,20220324,1,880.98
11,63,10001975,20220324,6,485.88
11,63,10002212,20220324,2,12.56
11,63,10002288,20220324,2,481.96
11,63,10003562,20220324,1,61.23
11,296,10003767,20210728,4,1203.92
11,362,10000561,20200419,6,317.94
11,362,10001160,20200419,5,18.45
11,362,10001821,20200419,4,27.24
11,362,10002773,20200419,6,56.88
11,427,10001729,20201130,5,249.95
11,427,10002818,20201130,5,86.2
11,427,10003514,20201130,4,483.92
11,464,10000331,20240224,4,1163.92
11,574,10002563,20230323,2,141.96
11,574,10003149,20230323,1,37.44
11,574,10003267,20230323,7,2246.86
11,625,10000621,20200427,6,503.58
11,625,10001255,20200427,4,114.12
11,625,10001540,20200427,1,6.48
11,625,10003037,20200427,7,2715.93
12,12,10002049,20200930,1,16.99
12,12,10002442,20200930,2,6.56
12,12,10002855,20200930,5,64.95
12,39,10000853,20240121,1,6.48
12,39,10001193,20240121,4,23.92
12,39,10002431,20240121,5,32.4
12,39,10002943,20240121,5,32.4
12,46,10000231,20200120,7,36.96
12,46,10000233,20200120,3,629.52
12,46,10002925,20200120,7,35.56
12,46,10004104,20200120,7,12.32
12,68,10003337,20220728,7,29.96
12,111,10000003,20240224,1,348.21
12,111,10000166,20240224,4,711.92
12,111,10004799,20240224,6,3005.88
12,297,10000384,20200822,7,104.86
12,297,10002514,20200822,2,301.96
12,430,10000072,20230329,5,303.25
12,430,10003585,20230329,3,284.97
12,430,10004001,20230329,7,81.62
12,430,10004491,20230329,4,163.92
12,564,10000963,20220124,6,13.08
12,564,10002744,20220124,6,27.24
12,568,10000360,20241030,7,1119.93
12,568,10002116,20241030,2,29.12
12,568,10002619,20241030,5,108.9
12,568,10003600,20241030,4,233.96
12,568,10004874,20241030,3,1652.94
12,612,10000369,20220519,5,103.2
13,25,10004053,20220125,3,649.74
13,169,10000739,20240424,2,6.16
13,169,10000874,20240424,1,10.94
13,169,10001196,20240424,1,376.13
13,169,10003162,20240424,4,479.96
13,169,10004684,20240424,4,799.96
13,284,10000743,20230128,7,63.98
13,284,10002312,20230128,4,199.96
13,284,10004048,20230128,2,109.48
13,284,10004206,20230128,5,349.95
13,335,10000012,20200823,7,45.36
13,335,10000020,20200823,6,42.6
13,335,10001650,20200823,6,80.58
13,335,10002802,20200823,2,29.78
13,335,10003518,20200823,3,10.02
13,337,10001654,20230725,1,146.34
13,337,10003207,20230725,1,18.15
13,405,10003997,20210724,3,332.94
13,405,10004295,20210724,6,29.34
13,412,10000456,20241129,7,1539.93
13,412,10002324,20241129,5,714.3
13,412,10004286,20241129,5,197.4
13,412,10004542,20241129,4,7.56
13,422,10001452,20221226,6,515.88
13,422,10001586,20221226,4,21.12
13,422,10002415,20221226,7,101.36
13,422,10003412,20221226,1,100.98
13,422,10004487,20221226,1,48.04
13,458,10001242,20220128,5,364.95
13,458,10002949,20220128,4,43.92
13,458,10003069,20220128,5,10.9
13,458,10004294,20220128,6,443.1
13,458,10004313,20220128,4,447.84
13,480,10002337,20220128,5,51.75
13,533,10000736,20210226,2,5.76
13,533,10001150,20210226,2,17.38
13,533,10001257,20210226,2,131.98
13,533,10003742,20210226,6,1265.7
13,533,10004471,20210226,3,392.61
14,13,10000193,20200426,2,30.84
14,13,10002590,20200426,3,7.74
14,13,10004156,20200426,3,257.94
14,13,10004706,20200426,2,28.54
14,13,10004835,20200426,7,29.82
14,62,10000440,20240424,4,63.88
14,62,10000959,20240424,5,16.4
14,62,10003661,20240424,3,89.94
14,62,10004502,20240424,3,19.44
14,95,10000165,20240527,6,40.08
14,95,10002051,20240527,2,10.16
14,95,10002053,20240527,3,287.85
14,95,10003600,20240527,4,233.96
14,95,10004086,20240527,2,13.36
14,118,10003481,20201024,1,170.98
14,118,10003609,20201024,5,17.9
14,118,10004514,20201024,5,24.3
14,123,10003933,20230125,3,209.88
14,123,10004385,20230125,6,5.94
14,157,10000233,20240328,7,1468.88
14,157,10000864,20240328,5,1434.25
14,157,10001027,20240328,5,1789.1
14,157,10001912,20240328,3,59.52
14,157,10004472,20240328,3,16.32
14,177,10001717,20210722,7,43.68
14,177,10003552,20210722,7,34.86
14,225,10000288,20240523,2,181.96
14,225,10002908,20240523,3,70.26
14,256,10003478,20200321,2,129.98
14,256,10004596,20200321,2,2.28
14,328,10000387,20211028,1,35.99
14,328,10002749,20211028,2,68.56
14,371,10001209,20240127,4,116.72
14,371,10001565,20240127,6,965.88
14,371,10001772,20240127,6,207.48
14,371,10002677,20240127,2,32.54
14,422,10001774,20231021,7,36.26
14,468,10000268,20240829,1,5.98
14,468,10004034,20240829,7,46.48
14,522,10001848,20200121,2,17.34
14,522,10004046,20200121,6,38.88
14,571,10003794,20241127,5,53.0
14,571,10004761,20241127,4,14.08
14,571,10004771,20241127,7,101.36
14,625,10000430,20210225,3,9.45
14,625,10001062,20210225,4,25.92
15,56,10004073,20211229,5,526.7
15,92,10001918,20221023,5,1004.9
15,124,10000541,20200723,5,27.35
15,124,10000613,20200723,7,55.23
15,124,10004250,20200723,2,5.56
15,146,10000226,20240429,2,425.2
15,146,10001284,20240429,7,96.11
15,146,10002217,20240429,3,465.18
15,146,10003082,20240429,4,81.36
15,146,10003449,20240429,1,3.38
15,186,10003951,20240228,7,34.65
15,186,10004055,20240228,4,29.12
15,277,10002407,20210526,1,215.44
15,277,10003102,20210526,1,2.88
15,277,10004267,20210526,2,12.96
15,277,10004778,20210526,4,871.4
15,337,10000375,20210225,1,3.28
15,337,10001819,20210225,4,35.52
15,426,10000564,20220727,1,6.48
15,426,10002103,20220727,6,20.04
15,443,10002219,20221228,1,10.48
15,502,10004911,20220722,4,238.04
15,502,10004917,20220722,4,11.12
15,539,10001998,20220828,2,31.86
15,539,10002593,20220828,3,5.94
15,539,10004235,20220828,4,395.16
15,539,10004734,20220828,4,51.92
15,609,10002410,20220824,7,20.44
15,609,10002417,20201230,3,14.94
15,609,10003151,20220824,4,45.92
15,609,10004404,20220824,6,32.04
15,609,10004475,20220824,3,14.13
15,609,10004647,20201230,6,3599.94
15,609,10004777,20201230,2,27.16
15,609,10004893,20201230,3,122.94
16,52,10001865,20230327,5,189.95
16,52,10001932,20230327,4,173.64
16,52,10003077,20230327,5,32.4
16,52,10004455,20230327,1,16.16
16,65,10001067,20240628,5,24.55
16,145,10000348,20221128,2,18.12
16,145,10000440,20221128,7,111.79
16,145,10001702,20221128,3,29.94
16,145,10002673,20221128,7,1261.33
16,145,10003221,20221128,2,239.9
16,346,10001605,20240325,7,20.16
16,387,10000576,20210227,7,384.72
16,387,10000589,20210227,3,88.02
16,387,10001456,20210227,7,51.17
16,387,10003853,20210227,6,1159.02
16,387,10003927,20210227,1,7.38
16,433,10000331,20220129,4,1163.92
16,433,10000334,20220129,7,20.86
16,433,10000845,20220129,7,100.94
16,433,10002095,20220129,4,6.56
16,433,10003725,20220129,7,916.86
16,456,10002849,20211230,7,188.72
16,456,10003074,20211230,7,52.15
16,456,10003228,20211230,1,5.18
16,456,10004936,20211230,5,193.8
16,512,10000805,20210128,5,1381.0
16,512,10002704,20210128,1,155.06
16,512,10003788,20210128,7,76.3
16,512,10004201,20210128,7,87.71
16,517,10002273,20240830,1,4.98
16,517,10004609,20240830,3,617.97
16,561,10000938,20211030,4,47.88
16,561,10003205,20211030,2,115.96
16,561,10003899,20211030,5,1816.25
16,561,10004367,20211030,4,25.92
16,595,10001508,20220928,6,16.02
16,595,10001713,20220928,2,15.96
16,595,10001941,20220928,7,1021.86
16,595,10003318,20220928,6,923.94
16,624,10001462,20210330,4,723.92
16,624,10003511,20210330,5,21.4
16,624,10004233,20210330,6,56.28
17,79,10001477,20220721,7,62.65
17,79,10001987,20220721,3,245.97
17,79,10002168,20220721,2,61.86
17,79,10003249,20220721,4,163.96
17,79,10004192,20220721,5,2121.05
17,84,10000135,20220829,5,158.7
17,84,10001151,20220829,4,51.8
17,84,10002831,20220829,3,542.94
17,116,10000834,20201225,6,428.22
17,116,10002280,20201225,4,32.08
17,116,10004756,20201225,6,158.88
17,231,10002077,20240927,5,899.95
17,231,10002268,20240927,1,140.85
17,231,10003317,20240927,7,117.18
17,231,10003733,20240927,6,17.88
17,248,10001991,20200928,1,29.99
17,248,10002357,20200928,7,36.96
17,248,10004319,20200928,2,30.28
17,347,10000624,20211204,5,323.25
17,347,10000892,20211204,6,1121.7
17,347,10001172,20211204,5,72.75
17,347,10002589,20211204,5,549.75
17,347,10004040,20211204,7,95.06
17,357,10000213,20200711,5,629.95
17,357,10001431,20200711,6,41.7
17,357,10004190,20200711,2,190.86
17,357,10004328,20200711,6,287.4
17,367,10000152,20200715,2,26.96
17,367,10002028,20200715,6,383.88
17,367,10002419,20200715,1,14.98
17,367,10002972,20200715,6,746.94
17,367,10004275,20200715,1,3.28
17,377,10003132,20210908,5,279.95
17,393,10001176,20241023,5,24.75
17,393,10002041,20241023,7,2134.93
17,393,10004938,20241023,6,125.64
17,445,10001426,20220910,5,77.2
17,445,10003070,20220910,1,21.66
17,445,10003179,20220910,7,804.86
17,445,10003881,20220910,2,39.96
17,570,10001713,20210223,3,23.94
17,570,10002288,20210223,4,963.92
17,570,10002951,20210223,2,3.28
17,570,10002976,20210223,3,1259.97
17,570,10004130,20210223,2,7.16
17,588,10000279,20230623,7,846.86
17,588,10001145,20230623,7,48.58
17,588,10004529,20230623,3,166.44
18,15,10000141,20221121,3,839.43
18,15,10000837,20221121,5,311.15
18,15,10000840,20221121,6,131.94
18,15,10001225,20221121,3,359.97
18,15,10004254,20221121,6,365.34
18,20,10000760,20220604,3,27.93
18,20,10001462,20220604,1,180.98
18,20,10001704,20220604,4,32.16
18,20,10002514,20220604,3,452.94
18,20,10003135,20220604,6,93.06
18,95,10000739,20210211,3,9.24
18,95,10000964,20210211,7,19.46
18,95,10001358,20210211,5,24.55
18,95,10002839,20210211,3,24.12
18,95,10003346,20210211,1,26.96
18,172,10000327,20240711,5,29.7
18,172,10000963,20240711,5,10.9
18,172,10001561,20240711,1,4.84
18,172,10002292,20240711,6,605.88
18,172,10004328,20240711,5,239.5
18,211,10001037,20240311,1,20.77
18,211,10001801,20240311,2,54.84
18,211,10003793,20240311,7,99.89
18,211,10004148,20240311,4,2399.96
18,263,10002900,20241013,2,12.6
18,263,10003632,20241013,5,34.5
18,263,10004279,20241013,6,185.88
18,263,10004710,20241013,6,22.44
18,270,10000766,20210615,7,154.07
18,270,10002647,20210615,5,85.2
18,270,10003342,20210615,2,12.16
18,270,10003424,20210615,5,104.9
18,385,10000454,20210820,7,795.48
18,385,10003810,20210820,6,37.8
18,385,10004736,20210820,7,9.38
18,385,10004808,20210820,3,649.8
18,466,10001648,20220223,4,363.92
18,555,10000753,20200314,4,1403.96
18,555,10001337,20200314,1,119.99
18,569,10001948,20211206,5,19.05
18,569,10004645,20211206,6,44.1
19,110,10002705,20240608,5,24.45
19,232,10001085,20210626,1,39.99
19,232,10001735,20210626,5,8.4
19,232,10003639,20210626,4,50.12
19,232,10004106,20210626,5,46.9
19,232,10004414,20210626,3,12.84
19,256,10001951,20240709,3,29.97
19,256,10002985,20240709,3,419.97
19,256,10003150,20240709,6,19.5
19,256,10003313,20240709,1,58.49
19,256,10004941,20240709,2,12.34
19,273,10001429,20210314,7,415.59
19,279,10000660,20201213,5,349.8
19,279,10001924,20201213,3,10.65
19,279,10002516,20201213,3,11.43
19,279,10004502,20201213,2,12.96
19,279,10004668,20201213,1,90.99
19,311,10000492,20220223,2,5.96
19,311,10002593,20220223,6,11.88
19,311,10003705,20220223,3,16.74
19,336,10000151,20220330,3,79.14
19,336,10002604,20220330,1,95.98
19,336,10002803,20220330,7,22.96
19,418,10001146,20240926,3,12.39
19,418,10001385,20240926,2,7.78
19,418,10003011,20240926,6,335.88
19,418,10003490,20240926,6,149.94
19,419,10000986,20230720,3,335.88
19,451,10001184,20201212,4,37.52
19,451,10001792,20201212,4,46.8
19,500,10000882,20200418,4,105.92
19,500,10004261,20200418,1,11.98
19,500,10004433,20200418,7,22.96
19,561,10000903,20221211,3,14.46
19,561,10003167,20221211,7,706.86
19,561,10003201,20221211,1,243.98
19,594,10000612,20210522,4,418.6
19,594,10001637,20240525,2,9.14
19,594,10002269,20210522,2,11.6
19,594,10003264,20240525,3,32.94
19,594,10004208,20240525,4,323.92
19,594,10004355,20240525,4,635.96
19,595,10001378,20230624,3,25.02
19,595,10003085,20230624,2,581.96
20,6,10004327,20230316,3,467.97
20,6,10004555,20230316,1,258.95
20,27,10000930,20210810,6,395.94
20,27,10002014,20210810,1,136.98
20,27,10003021,20210810,2,5.76
20,27,10003343,20210810,4,563.92
20,27,10004062,20210810,1,58.98
20,71,10000274,20240211,3,597.0
20,71,10000668,20240211,1,153.99
20,71,10000855,20240211,7,59.92
20,71,10003901,20240211,5,32.4
20,92,10003727,20210406,4,146.6
20,121,10004385,20220412,7,6.93
20,176,10001185,20210721,5,3478.5
20,191,10002924,20220417,1,123.38
20,191,10003369,20220417,6,515.88
20,191,10004536,20220417,6,414.0
20,208,10001340,20210709,2,79.98
20,208,10004701,20210709,1,5.95
20,218,10000639,20220820,7,81.13
20,218,10003509,20220820,1,20.28
20,218,10003581,20220820,5,14.45
20,220,10000156,20231006,6,809.94
20,280,10000882,20221221,1,26.48
20,280,10003171,20221221,4,174.28
20,280,10004522,20221221,1,20.98
20,290,10001700,20241205,6,22.68
20,290,10001729,20241205,7,349.93
20,290,10002965,20241205,7,34.86
20,355,10000116,20230308,1,525.98
20,355,10001286,20230308,5,871.45
20,355,10003551,20230308,2,12.96
20,355,10004739,20230308,3,8.82
20,385,10002013,20240624,6,293.46
20,385,10002580,20240624,3,13.44
20,402,10001002,20200408,6,175.02
20,402,10002126,20200408,5,596.55
20,451,10000716,20231106,5,1604.9
20,451,10000779,20231106,2,23.92
20,451,10000833,20231106,2,31.94
20,451,10002667,20231106,4,216.8
20,451,10004348,20231106,2,39.68
20,454,10001339,20220214,5,19.45
20,454,10001601,20220214,6,56.88
20,454,10002604,20220214,3,287.94
20,454,10003051,20220214,1,6.48
20,454,10003662,20220214,2,85.6
20,457,10002950,20200920,4,33.72
20,516,10001827,20240626,6,38.88
20,526,10000901,20200723,3,32.01
20,526,10000981,20200723,7,958.93
20,526,10002178,20200723,7,97.86
20,526,10002807,20200723,4,21.12
20,526,10004057,20200723,7,342.37
20,551,10002787,20220707,3,377.97
20,551,10003288,20220707,1,140.98
20,558,10000039,20220219,5,504.9
20,558,10002487,20220219,1,70.98
