customer_key,location_key,time_key,conversion_rate,avg_purchase_value
20,176,20210721,0.008264462809917356,3478.5
20,191,20220417,0.008264462809917356,1053.26
20,208,20210709,0.008264462809917356,85.93
20,218,20220820,0.008264462809917356,115.86
20,220,20231006,0.008264462809917356,809.94
20,280,20221221,0.008264462809917356,221.74
20,290,20241205,0.008264462809917356,407.47
20,355,20230308,0.008264462809917356,1419.21
20,385,20240624,0.008264462809917356,306.9
20,402,20200408,0.008264462809917356,771.57
20,451,20231106,0.008264462809917356,1917.24
20,454,20220214,0.008264462809917356,456.35
20,457,20200920,0.008264462809917356,33.72
20,516,20240626,0.008264462809917356,38.88
20,526,20200723,0.008264462809917356,1452.29
20,551,20220707,0.008264462809917356,518.95
20,558,20220219,0.008264462809917356,584.28
21,7,20241209,0.008130081300813009,872.94
21,153,20201224,0.008130081300813009,1439.8
21,180,20230515,0.008130081300813009,223.93
21,184,20230909,0.008130081300813009,112.78
21,231,20241015,0.008130081300813009,499.34
21,262,20231025,0.008130081300813009,944.16
21,431,20220707,0.008130081300813009,1211.61
21,449,20200428,0.008130081300813009,32.4
21,477,20220308,0.008130081300813009,163.7
21,488,20240420,0.008130081300813009,293.65
21,525,20201230,0.008130081300813009,14.68
21,585,20230327,0.008130081300813009,1641.86
21,608,20221221,0.008130081300813009,140.43
22,63,20210726,0.006944444444444444,2147.99
22,67,20221116,0.006944444444444444,111.96
22,123,20220529,0.006944444444444444,1441.81
22,189,20230921,0.006944444444444444,1878.88
22,215,20240207,0.006944444444444444,203.9
22,291,20201229,0.006944444444444444,513.47
22,318,20201209,0.006944444444444444,142.32
22,326,20210914,0.006944444444444444,24.95
22,371,20200214,0.006944444444444444,141.8
22,380,20210529,0.006944444444444444,2422.0
22,472,20201227,0.006944444444444444,35.97
22,474,20220211,0.006944444444444444,780.58
22,479,20220724,0.006944444444444444,231.05
22,485,20201025,0.006944444444444444,2131.55
22,491,20240919,0.006944444444444444,2.88
22,558,20210424,0.006944444444444444,123.92
23,53,20220627,0.008849557522123894,12.96
23,62,20200530,0.008849557522123894,3587.96
23,139,20221228,0.008849557522123894,3097.0
23,155,20240516,0.008849557522123894,716.2
23,210,20230830,0.008849557522123894,1433.25
23,427,20241010,0.008849557522123894,244.93
23,452,20210326,0.008849557522123894,1887.19
23,498,20200827,0.008849557522123894,389.3
23,590,20200421,0.008849557522123894,292.5
23,607,20221126,0.008849557522123894,1017.74
24,10,20240519,0.007042253521126761,850.26
24,344,20230311,0.007042253521126761,2575.17
24,410,20210908,0.007042253521126761,1018.7
24,449,20231124,0.007042253521126761,1145.62
24,563,20240717,0.007042253521126761,1811.53
24,567,20231217,0.007042253521126761,482.84
25,61,20240929,0.0078125,375.4
25,82,20220912,0.0078125,1346.22
25,145,20200819,0.0078125,247.82
25,184,20221227,0.0078125,149.31
25,233,20201117,0.0078125,3121.49
25,234,20210212,0.0078125,385.71
25,251,20200412,0.0078125,1800.57
25,270,20210416,0.0078125,732.93
25,378,20240214,0.0078125,1411.21
25,382,20230426,0.0078125,5987.97
25,444,20231020,0.0078125,118.88
25,466,20200725,0.0078125,569.07
25,565,20201217,0.0078125,98.81
25,591,20240327,0.0078125,169.51
25,613,20201011,0.0078125,3585.71
26,29,20240427,0.008064516129032258,3008.23
26,50,20200412,0.008064516129032258,95.8
26,174,20221126,0.008064516129032258,33.04
26,181,20201128,0.008064516129032258,835.71
26,238,20241125,0.008064516129032258,534.56
26,247,20231030,0.008064516129032258,83.48
26,271,20220613,0.008064516129032258,52.14
26,331,20230725,0.008064516129032258,153.36
26,417,20201212,0.008064516129032258,73.24
26,458,20221019,0.008064516129032258,1227.05
26,512,20231123,0.008064516129032258,39.9
26,513,20240326,0.008064516129032258,1309.62
26,515,20211229,0.008064516129032258,1045.94
26,540,20231017,0.008064516129032258,31.56
26,556,20241020,0.008064516129032258,478.14
26,566,20230314,0.008064516129032258,1792.08
27,24,20210724,0.007936507936507936,401.42
27,39,20220730,0.007936507936507936,281.42
27,49,20230825,0.007936507936507936,894.55
27,66,20220216,0.007936507936507936,435.73
27,71,20220916,0.007936507936507936,4264.47
27,93,20200426,0.007936507936507936,66.48
27,120,20240616,0.007936507936507936,653.56
27,133,20220626,0.007936507936507936,277.84
27,194,20200820,0.007936507936507936,2591.8
27,198,20240513,0.007936507936507936,286.86
27,211,20241229,0.007936507936507936,3452.68
27,213,20220526,0.007936507936507936,170.14
27,419,20220227,0.007936507936507936,166.01
27,437,20230422,0.007936507936507936,1791.11
27,456,20221030,0.007936507936507936,2585.88
27,494,20240819,0.007936507936507936,51.66
27,563,20200824,0.007936507936507936,80.0
27,602,20221219,0.007936507936507936,37.8
27,629,20231125,0.007936507936507936,69.56
28,82,20230616,0.007874015748031496,1760.52
28,155,20240823,0.007874015748031496,1950.49
28,174,20200517,0.007874015748031496,989.64
28,242,20230914,0.007874015748031496,166.81
28,347,20231215,0.007874015748031496,125.39
28,389,20200515,0.007874015748031496,1212.42
28,457,20220218,0.007874015748031496,913.16
28,593,20241123,0.007874015748031496,497.02
29,4,20221015,0.008064516129032258,194.88
29,76,20220924,0.008064516129032258,125.73
29,128,20241126,0.008064516129032258,1373.26
29,216,20230530,0.008064516129032258,250.37
29,217,20211124,0.008064516129032258,1099.95
29,265,20220326,0.008064516129032258,3441.03
29,291,20240823,0.008064516129032258,11.96
29,325,20200320,0.008064516129032258,526.71
29,330,20231214,0.008064516129032258,54.54
29,359,20220824,0.008064516129032258,279.79
30,8,20230420,0.008264462809917356,299.32
30,171,20211228,0.008264462809917356,1549.68
30,176,20220727,0.008264462809917356,1354.51
30,266,20220923,0.008264462809917356,117.8
30,280,20200520,0.008264462809917356,2.88
30,343,20210318,0.008264462809917356,115.23
30,353,20240830,0.008264462809917356,282.17
30,415,20200430,0.008264462809917356,20.28
30,582,20220521,0.008264462809917356,462.27
30,597,20220828,0.008264462809917356,328.15
30,614,20241218,0.008264462809917356,1033.45
31,14,20200318,0.007407407407407408,594.8
31,102,20231220,0.007407407407407408,1454.94
31,161,20241228,0.007407407407407408,949.18
31,239,20201118,0.007407407407407408,2195.5
31,315,20230429,0.007407407407407408,185.11
31,323,20210926,0.007407407407407408,1255.65
31,357,20210227,0.007407407407407408,654.9
31,540,20230521,0.007407407407407408,33.31
31,609,20201019,0.007407407407407408,493.13
32,120,20230929,0.00847457627118644,631.43
32,170,20200528,0.00847457627118644,43.88
32,172,20210321,0.00847457627118644,153.34
32,293,20220521,0.00847457627118644,267.84
32,361,20240621,0.00847457627118644,229.64
32,488,20200825,0.00847457627118644,3985.07
32,516,20220319,0.00847457627118644,442.46
32,525,20230625,0.00847457627118644,17728.35
32,578,20240330,0.00847457627118644,1139.98
33,9,20240922,0.008333333333333333,129.9
33,56,20230430,0.008333333333333333,239.97
33,61,20210428,0.008333333333333333,654.54
33,68,20210925,0.008333333333333333,784.21
33,79,20210723,0.008333333333333333,221.1
33,106,20200429,0.008333333333333333,2584.41
33,110,20240921,0.008333333333333333,293.2
33,241,20201228,0.008333333333333333,2474.78
33,286,20210920,0.008333333333333333,239.7
33,325,20230726,0.008333333333333333,849.33
33,461,20230829,0.008333333333333333,2279.96
33,483,20230325,0.008333333333333333,518.97
33,487,20210525,0.008333333333333333,13.11
33,594,20221130,0.008333333333333333,266.65
34,60,20231023,0.007633587786259542,454.08
34,106,20211229,0.007633587786259542,94.43
34,132,20220430,0.007633587786259542,856.49
34,360,20220825,0.007633587786259542,275.28
34,375,20200930,0.007633587786259542,225.54
34,410,20200921,0.007633587786259542,128.88
34,442,20211130,0.007633587786259542,1921.17
34,473,20231023,0.007633587786259542,1098.56
34,574,20231021,0.007633587786259542,1282.48
34,592,20241223,0.007633587786259542,634.43
34,597,20200422,0.007633587786259542,244.93
34,611,20200424,0.007633587786259542,351.98
35,14,20240722,0.0078125,1065.1
35,14,20240926,0.0078125,2407.37
35,33,20201125,0.0078125,76.28
35,47,20220825,0.0078125,577.86
35,62,20240627,0.0078125,1478.61
35,79,20241125,0.0078125,2756.99
35,116,20210329,0.0078125,3746.11
35,137,20220828,0.0078125,17.94
35,200,20230729,0.0078125,608.33
35,203,20200629,0.0078125,137.06
35,221,20231024,0.0078125,1112.34
35,273,20240326,0.0078125,17.9
35,310,20200428,0.0078125,1180.7
35,316,20230630,0.0078125,146.75
35,403,20240325,0.0078125,97.29
35,421,20231230,0.0078125,839.98
36,18,20221025,0.008333333333333333,34.79
36,74,20221229,0.008333333333333333,196.24
36,92,20241128,0.008333333333333333,1002.23
36,119,20200630,0.008333333333333333,108.81
36,137,20231230,0.008333333333333333,4.49
36,178,20200227,0.008333333333333333,138.75
36,197,20240729,0.008333333333333333,7808.92
36,200,20230325,0.008333333333333333,52.76
36,206,20211024,0.008333333333333333,1366.31
36,215,20220529,0.008333333333333333,2898.99
36,249,20210724,0.008333333333333333,789.93
36,295,20230929,0.008333333333333333,17.98
36,314,20220630,0.008333333333333333,11.54
36,554,20221127,0.008333333333333333,1487.04
36,603,20220227,0.008333333333333333,258.25
36,611,20210830,0.008333333333333333,1696.38
37,27,20221227,0.007633587786259542,363.24
37,28,20210426,0.007633587786259542,808.34
37,51,20240930,0.007633587786259542,498.52
37,104,20220924,0.007633587786259542,248.18
37,105,20230927,0.007633587786259542,223.55
37,180,20211126,0.007633587786259542,2094.0
37,186,20240624,0.007633587786259542,605.4
37,187,20230325,0.007633587786259542,742.57
37,235,20231224,0.007633587786259542,189.08
37,264,20200925,0.007633587786259542,890.27
37,342,20220728,0.007633587786259542,264.42
37,348,20230725,0.007633587786259542,10.35
37,364,20221226,0.007633587786259542,4018.32
37,410,20221224,0.007633587786259542,306.2
37,426,20220329,0.007633587786259542,541.97
37,456,20241027,0.007633587786259542,348.91
37,482,20220428,0.007633587786259542,350.88
37,544,20200424,0.007633587786259542,2758.34
37,568,20240329,0.007633587786259542,155.85
38,60,20210711,0.00847457627118644,67.34
38,123,20230310,0.00847457627118644,390.97
38,145,20241130,0.00847457627118644,197.36
38,362,20220325,0.00847457627118644,1705.71
38,419,20211107,0.00847457627118644,1332.55
39,5,20221213,0.007407407407407408,622.69
39,44,20230302,0.007407407407407408,334.7
39,68,20221115,0.007407407407407408,370.36
39,115,20240501,0.007407407407407408,1813.95
39,123,20220813,0.007407407407407408,179.9
39,175,20210401,0.007407407407407408,432.43
39,188,20221121,0.007407407407407408,803.92
39,200,20210503,0.007407407407407408,1279.38
39,208,20210526,0.007407407407407408,1173.8
39,210,20220527,0.007407407407407408,677.71
39,235,20211225,0.007407407407407408,357.56
39,255,20241007,0.007407407407407408,2253.59
39,291,20230801,0.007407407407407408,14.9
39,309,20240407,0.007407407407407408,104.9
39,367,20240517,0.007407407407407408,363.38
39,453,20210813,0.007407407407407408,171.53
39,462,20231005,0.007407407407407408,6.63
39,534,20210812,0.007407407407407408,1212.06
39,572,20210402,0.007407407407407408,1192.27
39,583,20200710,0.007407407407407408,5.58
40,45,20200508,0.008849557522123894,102.06
40,92,20210828,0.008849557522123894,3274.2
40,148,20210820,0.008849557522123894,266.88
40,149,20241102,0.008849557522123894,86.82
40,322,20230803,0.008849557522123894,1550.1
40,361,20210424,0.008849557522123894,580.64
40,403,20210805,0.008849557522123894,285.9
40,408,20220910,0.008849557522123894,467.7
40,456,20211215,0.008849557522123894,563.49
40,493,20210912,0.008849557522123894,2025.78
40,568,20200625,0.008849557522123894,55.95
41,6,20220329,0.008130081300813009,4.14
41,51,20210410,0.008130081300813009,1357.38
41,185,20241020,0.008130081300813009,653.42
41,198,20240829,0.008130081300813009,3.38
41,199,20211225,0.008130081300813009,243.16
41,211,20200326,0.008130081300813009,590.03
41,273,20241106,0.008130081300813009,569.96
41,432,20211112,0.008130081300813009,558.09
41,486,20220605,0.008130081300813009,280.82
41,490,20211109,0.008130081300813009,1405.72
42,22,20200828,0.007042253521126761,133.21
42,27,20200909,0.007042253521126761,1327.45
42,107,20211008,0.007042253521126761,620.19
42,185,20220320,0.007042253521126761,132.43
42,220,20231217,0.007042253521126761,499.95
42,263,20210305,0.007042253521126761,1202.6
42,338,20220521,0.007042253521126761,480.24
42,343,20200711,0.007042253521126761,323.41
42,379,20210409,0.007042253521126761,348.54
42,393,20200304,0.007042253521126761,300.46
42,444,20221106,0.007042253521126761,267.54
42,501,20210523,0.007042253521126761,1291.5
42,542,20231128,0.007042253521126761,37.77
42,568,20241127,0.007042253521126761,1294.6
42,569,20210516,0.007042253521126761,2708.12
42,611,20200727,0.007042253521126761,1119.93
42,628,20230607,0.007042253521126761,16.44
43,92,20210520,0.008695652173913044,195.96
43,137,20230528,0.008695652173913044,1485.35
43,168,20220305,0.008695652173913044,443.49
43,319,20240429,0.008695652173913044,116.02
43,319,20240809,0.008695652173913044,159.05
43,362,20201220,0.008695652173913044,953.94
43,388,20240823,0.008695652173913044,775.47
43,487,20200330,0.008695652173913044,713.51
43,505,20240428,0.008695652173913044,137.21
43,539,20231113,0.008695652173913044,1118.97
44,18,20200707,0.007352941176470588,366.48
44,28,20211013,0.007352941176470588,722.66
44,187,20230429,0.007352941176470588,410.93
44,195,20201214,0.007352941176470588,192.91
44,375,20200908,0.007352941176470588,3343.23
44,412,20240709,0.007352941176470588,342.11
44,543,20240814,0.007352941176470588,1167.41
44,548,20220318,0.007352941176470588,27.24
44,558,20210911,0.007352941176470588,1496.01
45,16,20241009,0.007194244604316547,71.13
45,31,20211015,0.007194244604316547,265.44
45,92,20210330,0.007194244604316547,823.96
45,93,20210612,0.007194244604316547,17.42
45,104,20220915,0.007194244604316547,416.04
45,131,20211116,0.007194244604316547,3141.26
45,159,20210428,0.007194244604316547,347.76
45,169,20240306,0.007194244604316547,1149.76
45,231,20230914,0.007194244604316547,166.12
45,323,20211112,0.007194244604316547,784.51
45,346,20230616,0.007194244604316547,130.23
45,381,20230424,0.007194244604316547,115.1
45,396,20200808,0.007194244604316547,868.87
45,557,20200606,0.007194244604316547,663.18
46,6,20240609,0.007874015748031496,930.73
46,49,20220614,0.007874015748031496,38.28
46,101,20230513,0.007874015748031496,37.96
46,134,20200414,0.007874015748031496,1403.89
46,184,20240919,0.007874015748031496,150.0
46,186,20230718,0.007874015748031496,137.6
46,236,20220628,0.007874015748031496,670.74
46,256,20200512,0.007874015748031496,1452.34
46,423,20200830,0.007874015748031496,1270.99
46,453,20200409,0.007874015748031496,56.42
46,467,20240316,0.007874015748031496,313.7
46,614,20230620,0.007874015748031496,754.9
47,51,20230921,0.008264462809917356,825.78
47,53,20210713,0.008264462809917356,756.49
47,61,20201120,0.008264462809917356,346.99
47,100,20211228,0.008264462809917356,787.57
47,139,20240922,0.008264462809917356,447.71
47,208,20241020,0.008264462809917356,70.63
47,357,20230830,0.008264462809917356,24.88
47,383,20240915,0.008264462809917356,396.41
47,400,20230919,0.008264462809917356,255.67
47,420,20241128,0.008264462809917356,1824.65
47,439,20220822,0.008264462809917356,1289.89
47,493,20220417,0.008264462809917356,269.83
47,498,20210917,0.008264462809917356,1173.58
47,575,20241123,0.008264462809917356,1812.31
47,628,20230620,0.008264462809917356,1243.46
48,97,20220325,0.00847457627118644,329.6
48,151,20220329,0.00847457627118644,31.68
48,289,20220620,0.00847457627118644,1388.18
48,366,20230526,0.00847457627118644,19.92
48,416,20220724,0.00847457627118644,242.62
48,446,20200927,0.00847457627118644,594.21
48,487,20210628,0.00847457627118644,1224.37
49,92,20231220,0.007751937984496124,498.81
49,109,20220423,0.007751937984496124,228.4
49,125,20200721,0.007751937984496124,1723.25
49,192,20241125,0.007751937984496124,12.98
49,272,20230812,0.007751937984496124,818.61
49,335,20211025,0.007751937984496124,290.93
49,428,20200919,0.007751937984496124,442.99
49,568,20231119,0.007751937984496124,167.14
49,626,20201222,0.007751937984496124,832.64
50,89,20210926,0.00847457627118644,535.97
50,145,20210929,0.00847457627118644,1108.46
50,184,20240921,0.00847457627118644,1084.71
50,231,20200530,0.00847457627118644,266.16
50,247,20200721,0.00847457627118644,1199.32
50,365,20211123,0.00847457627118644,141.96
50,403,20230819,0.00847457627118644,1776.22
50,438,20210320,0.00847457627118644,6278.93
50,458,20200530,0.00847457627118644,1180.52
50,549,20240513,0.00847457627118644,133.26
51,16,20241219,0.009009009009009009,75.58
51,102,20231222,0.009009009009009009,41.66
51,208,20210621,0.009009009009009009,12.96
51,262,20240618,0.009009009009009009,431.9
51,266,20221215,0.009009009009009009,914.72
51,271,20220920,0.009009009009009009,771.72
51,295,20200416,0.009009009009009009,130.2
51,297,20210420,0.009009009009009009,322.39
51,329,20230620,0.009009009009009009,712.22
51,334,20221118,0.009009009009009009,125.99
51,371,20230621,0.009009009009009009,737.94
51,372,20201113,0.009009009009009009,955.6
51,474,20200829,0.009009009009009009,347.95
51,537,20201029,0.009009009009009009,6.48
51,545,20200330,0.009009009009009009,634.82
51,574,20231122,0.009009009009009009,126.46
51,595,20240630,0.009009009009009009,886.92
52,88,20231023,0.008130081300813009,2815.8
52,114,20210718,0.008130081300813009,1951.21
52,131,20220519,0.008130081300813009,51.18
52,135,20220325,0.008130081300813009,560.7
52,211,20231121,0.008130081300813009,10636.01
52,282,20221023,0.008130081300813009,60.72
52,289,20211221,0.008130081300813009,1719.96
52,330,20210816,0.008130081300813009,203.18
52,335,20210626,0.008130081300813009,1256.3
52,393,20230524,0.008130081300813009,2895.68
52,398,20241022,0.008130081300813009,473.55
52,425,20200427,0.008130081300813009,1173.41
52,542,20211219,0.008130081300813009,2907.97
52,618,20241021,0.008130081300813009,1882.87
53,49,20210629,0.007936507936507936,70.65
53,107,20210823,0.007936507936507936,1409.36
53,114,20231224,0.007936507936507936,804.24
53,140,20210425,0.007936507936507936,941.13
53,192,20240625,0.007936507936507936,48.04
53,208,20230822,0.007936507936507936,1164.24
53,230,20230930,0.007936507936507936,1549.4
53,285,20240526,0.007936507936507936,1315.58
53,386,20210816,0.007936507936507936,635.89
53,519,20201226,0.007936507936507936,471.72
